423982608, 917505390, 3.5159333333333334
423982608, 917541588, 2.9754222222222224
424252444, 2024131060, 1.800675
424252444, 917710362, 5.8547111111111105
424252444, 2024131058, 1.9262000000000001
427610701, 917514416, 44.06
427610701, 428656834, 0.6819333333333333
428656834, 917731450, 5.221699999999999
428656834, 427610701, 0.6819333333333333
432507890, 917449407, 33.346466666666664
917307681, 917709565, 0.5117333333333333
917307681, 917483053, 1.0655777777777777
917307681, 917474530, 3.485222222222223
917307693, 917415070, 1.2302
917307695, 917436257, 0.6956833333333333
917307695, 917587165, 0.45497777777777776
917307699, 917435868, 4.761511111111111
917307699, 917696581, 0.5857333333333333
917307726, 917319194, 1.822888888888889
917307726, 917703431, 2.4842222222222223
917307726, 917523769, 3.5896222222222227
917307759, 917491694, 0.19963333333333333
917307759, 917510382, 4.11125
917307772, 917487775, 1.508911111111111
917307776, 917374491, 3.449622222222222
917307776, 917376532, 3.4377777777777774
917307776, 917419317, 2.325266666666667
917307776, 917528967, 2.0001555555555557
917307895, 917422784, 2.5644666666666667
917307895, 917539842, 1.2640888888888888
917307895, 917565832, 0.8557777777777779
917307949, 917545561, 0.36362222222222224
917307949, 917584833, 0.7100222222222222
917307949, 917584661, 1.0686222222222221
917308050, 917418396, 2.0931777777777776
917308050, 917740173, 2.5488
917308227, 917540726, 5.80508888888889
917308227, 917396771, 1.2551777777777777
917308227, 917741296, 3.5616000000000003
917308309, 917600407, 1.9130833333333332
917308336, 917399343, 2.090133333333333
917308336, 917436986, 1.9149555555555555
917308350, 917609704, 1.3528444444444445
917308350, 4552926778, 0.3528
917308350, 917729887, 2.1816
917308350, 917564980, 0.9227111111111113
917308376, 917509325, 0.8552666666666667
917308376, 917534356, 2.6721777777777778
917308399, 917521752, 0.9852666666666667
917308399, 917437042, 3.032444444444444
917308399, 917542091, 2.4536666666666664
917308399, 917397106, 0.9602666666666667
917308414, 917587944, 0.3128666666666667
917308414, 917665294, 2.8220444444444444
917308428, 917381710, 3.723288888888889
917308428, 917539396, 1.6095111111111111
917308428, 917593278, 4.026088888888889
917308443, 917712802, 2.5198444444444443
917308443, 917381104, 1.0406222222222223
917308494, 917673953, 1.4964
917308494, 917356879, 1.1922444444444444
917308494, 917609667, 0.7728222222222223
917308519, 917596074, 0.6742250000000001
917308532, 917405334, 1.6717777777777778
917308532, 917381870, 1.1260666666666668
917308532, 917539442, 0.7697111111111111
917308607, 917539468, 0.47753333333333337
917308607, 917312779, 4.060644444444444
917308607, 917346068, 1.9815166666666668
917308610, 917488959, 2.308022222222222
917308610, 917570571, 2.5009333333333332
917308610, 917684476, 3.113311111111111
917308610, 917482579, 3.065555555555555
917308704, 917358256, 0.43691111111111114
917308704, 917437401, 9.015444444444446
917308718, 2394630839, 1.7063555555555556
917308718, 917382129, 0.28342222222222224
917308734, 917505279, 6.686177777777779
